year,state_fips,county_fips,totperm,totval,units_1unit,value_1unit,units_2unit,value_2unit,units_3to4unit,value_3to4unit,units_5punit,value_5punit,source
2013,08,023,27,6126763,27,6126763,0,0,0,0,0,0,census_bps_county
2013,08,025,2,638000,2,638000,0,0,0,0,0,0,census_bps_county
2013,08,027,47,10604903,47,10604903,0,0,0,0,0,0,census_bps_county
2013,08,029,13,1845971,13,1845971,0,0,0,0,0,0,census_bps_county
2013,08,031,5870,822919653,1284,291475560,240,44159781,16,2534308,4330,484750004,census_bps_county
2013,08,033,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,035,2434,615839622,1988,560285875,0,0,0,0,446,55553747,census_bps_county
2013,08,037,130,87285957,104,81541034,8,1138218,8,1506705,10,3100000,census_bps_county
2013,08,039,79,24728997,79,24728997,0,0,0,0,0,0,census_bps_county
2013,08,041,3541,1204461242,2839,1115850864,18,3160241,0,0,684,85450137,census_bps_county
2013,08,043,53,11322857,51,11045656,2,277201,0,0,0,0,census_bps_county
2013,08,045,65,16553857,60,15722638,2,315448,3,515771,0,0,census_bps_county
2013,08,047,14,2802000,14,2802000,0,0,0,0,0,0,census_bps_county
2013,08,049,240,48986096,161,40078963,0,0,3,178219,76,8728914,census_bps_county
2013,08,051,63,23552296,63,23552296,0,0,0,0,0,0,census_bps_county
2013,08,053,6,1032143,6,1032143,0,0,0,0,0,0,census_bps_county
2013,08,055,27,4821470,27,4821470,0,0,0,0,0,0,census_bps_county
2013,08,057,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,059,1715,340643976,957,275617666,22,4127711,0,0,736,60898599,census_bps_county
2013,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,063,24,5074216,24,5074216,0,0,0,0,0,0,census_bps_county
2013,08,065,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,067,274,64550405,267,63437284,0,0,7,1113121,0,0,census_bps_county
2013,08,069,2377,472927218,1489,371470521,18,3335871,30,4604234,840,93516592,census_bps_county
2013,08,071,37,5570000,37,5570000,0,0,0,0,0,0,census_bps_county
2013,08,073,5,913419,5,913419,0,0,0,0,0,0,census_bps_county
2013,08,075,21,4154167,21,4154167,0,0,0,0,0,0,census_bps_county
2013,08,077,442,98629595,440,98248325,2,381270,0,0,0,0,census_bps_county
2013,08,079,14,2818397,14,2818397,0,0,0,0,0,0,census_bps_county
2013,08,081,9,1198000,9,1198000,0,0,0,0,0,0,census_bps_county
2013,08,083,10,1462509,10,1462509,0,0,0,0,0,0,census_bps_county
2013,08,085,68,11728641,68,11728641,0,0,0,0,0,0,census_bps_county
2013,08,087,19,4663000,19,4663000,0,0,0,0,0,0,census_bps_county
2013,08,089,6,1142250,6,1142250,0,0,0,0,0,0,census_bps_county
2013,08,091,29,12795835,29,12795835,0,0,0,0,0,0,census_bps_county
2013,08,093,56,9371175,56,9371175,0,0,0,0,0,0,census_bps_county
2013,08,095,6,1340230,6,1340230,0,0,0,0,0,0,census_bps_county
2013,08,097,45,106987316,45,106987316,0,0,0,0,0,0,census_bps_county
2013,08,099,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,101,158,28886094,158,28886094,0,0,0,0,0,0,census_bps_county
2013,08,103,14,3120938,14,3120938,0,0,0,0,0,0,census_bps_county
2013,08,105,12,2701428,12,2701428,0,0,0,0,0,0,census_bps_county
2013,08,107,60,41058251,40,36264741,8,2499635,4,1453520,8,840355,census_bps_county
2013,08,109,35,2699700,30,1949700,0,0,0,0,5,750000,census_bps_county
2013,08,111,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,113,22,39317238,22,39317238,0,0,0,0,0,0,census_bps_county
2013,08,115,2,228000,2,228000,0,0,0,0,0,0,census_bps_county
2013,08,117,279,124720133,179,107928374,0,0,0,0,100,16791759,census_bps_county
2013,08,119,46,12499872,46,12499872,0,0,0,0,0,0,census_bps_county
2013,08,121,2,195000,2,195000,0,0,0,0,0,0,census_bps_county
2013,08,123,1935,405116280,1616,375727968,4,645217,23,2935055,292,25808040,census_bps_county
2013,08,125,2,42000,0,0,2,42000,0,0,0,0,census_bps_county
2014,08,001,1115,250133984,1085,245647294,6,973767,18,2914445,6,598478,census_bps_county
2014,08,003,52,4469098,34,3762738,2,126360,0,0,16,580000,census_bps_county
2014,08,005,1897,390710233,1258,323058226,2,400000,6,727500,631,66524507,census_bps_county
2014,08,007,75,21996847,75,21996847,0,0,0,0,0,0,census_bps_county
2014,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2014,08,011,0,0,0,0,0,0,0,0,0,0,census_bps_county
2014,08,013,1371,288246271,560,191618326,46,7558823,23,2696092,742,86373030,census_bps_county
2014,08,014,820,190713273,439,152970159,0,0,8,1051968,373,36691146,census_bps_county
2014,08,015,105,26778139,95,25030817,4,647923,6,1099399,0,0,census_bps_county
2014,08,017,1,170000,1,170000,0,0,0,0,0,0,census_bps_county
2014,08,019,11,3713167,11,3713167,0,0,0,0,0,0,census_bps_county
2014,08,021,13,1504300,13,1504300,0,0,0,0,0,0,census_bps_county
2014,08,023,30,6807371,30,6807371,0,0,0,0,0,0,census_bps_county
2014,08,025,7,500000,7,500000,0,0,0,0,0,0,census_bps_county
2014,08,027,43,10822724,43,10822724,0,0,0,0,0,0,census_bps_county
2014,08,029,47,4159236,11,1979554,0,0,0,0,36,2179682,census_bps_county
2014,08,031,5958,811546771,1710,383088276,280,57886660,7,1611505,3961,368960330,census_bps_county
2014,08,033,1,255182,1,255182,0,0,0,0,0,0,census_bps_county
2014,08,035,3230,745613568,2224,628868602,0,0,0,0,1006,116744966,census_bps_county
2014,08,037,256,117991585,106,88479751,28,6161690,0,0,122,23350144,census_bps_county
2014,08,039,116,33254453,116,33254453,0,0,0,0,0,0,census_bps_county
2014,08,041,3533,1187576092,2594,1065182530,28,4222302,0,0,911,118171260,census_bps_county
2014,08,043,55,11984696,55,11984696,0,0,0,0,0,0,census_bps_county
2014,08,045,83,22646889,79,21979917,4,666972,0,0,0,0,census_bps_county
2014,08,047,13,3448000,13,3448000,0,0,0,0,0,0,census_bps_county
2014,08,049,137,37921153,118,35363768,0,0,0,0,19,2557385,census_bps_county
2014,08,051,58,20261783,58,20261783,0,0,0,0,0,0,census_bps_county
2014,08,053,6,1032143,6,1032143,0,0,0,0,0,0,census_bps_county
2014,08,055,13,3160424,13,3160424,0,0,0,0,0,0,census_bps_county
2014,08,057,0,0,0,0,0,0,0,0,0,0,census_bps_county
2014,08,059,2519,492031102,1120,321898268,22,3376464,22,2059546,1355,164696824,census_bps_county
2014,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2014,08,063,2,510365,2,510365,0,0,0,0,0,0,census_bps_county
2014,08,065,0,0,0,0,0,0,0,0,0,0,census_bps_county
2014,08,067,278,61007091,228,56633091,0,0,0,0,50,4374000,census_bps_county
2014,08,069,2498,524427003,1627,425353222,78,12177050,15,2494202,778,84402529,census_bps_county
2014,08,071,5,816500,5,816500,0,0,0,0,0,0,census_bps_county
2014,08,073,2,160000,2,160000,0,0,0,0,0,0,census_bps_county
2014,08,075,19,2455719,19,2455719,0,0,0,0,0,0,census_bps_county
2014,08,077,504,114227794,452,109722429,12,1819389,0,0,40,2685976,census_bps_county
2014,08,079,6,1276874,6,1276874,0,0,0,0,0,0,census_bps_county
2014,08,081,9,1102932,9,1102932,0,0,0,0,0,0,census_bps_county
2014,08,083,15,2584175,13,2327175,2,257000,0,0,0,0,census_bps_county
2014,08,085,89,15421583,89,15421583,0,0,0,0,0,0,census_bps_county
2014,08,087,20,4608000,18,4408000,2,200000,0,0,0,0,census_bps_county
2014,08,089,2,387346,2,387346,0,0,0,0,0,0,census_bps_county
2014,08,091,33,16356679,33,16356679,0,0,0,0,0,0,census_bps_county
2014,08,093,88,13271395,88,13271395,0,0,0,0,0,0,census_bps_county
2014,08,095,9,1688645,9,1688645,0,0,0,0,0,0,census_bps_county
2014,08,097,98,207876654,64,199127654,0,0,4,1515000,30,7234000,census_bps_county
2014,08,099,1,150000,1,150000,0,0,0,0,0,0,census_bps_county
2014,08,101,157,28073505,157,28073505,0,0,0,0,0,0,census_bps_county
2014,08,103,10,2406300,10,2406300,0,0,0,0,0,0,census_bps_county
2014,08,105,12,2653128,12,2653128,0,0,0,0,0,0,census_bps_county
2014,08,107,132,54448879,74,41404147,6,3498098,10,5446634,42,4100000,census_bps_county
2014,08,109,32,3010520,32,3010520,0,0,0,0,0,0,census_bps_county
2014,08,111,0,0,0,0,0,0,0,0,0,0,census_bps_county
2014,08,113,36,54326920,27,46516920,6,4890000,3,2920000,0,0,census_bps_county
2014,08,115,1,205496,1,205496,0,0,0,0,0,0,census_bps_county
2014,08,117,207,109562320,171,103362321,0,0,0,0,36,6199999,census_bps_county
2014,08,119,140,25320955,68,21051742,0,0,0,0,72,4269213,census_bps_county
2014,08,121,5,849559,5,849559,0,0,0,0,0,0,census_bps_county
2014,08,123,2708,540223508,1995,469012715,2,239122,24,3178590,687,67793081,census_bps_county
2014,08,125,3,670000,1,470000,2,200000,0,0,0,0,census_bps_county
2015,08,001,2101,475651633,1510,400549925,2,253093,42,5793126,547,69055489,census_bps_county
2015,08,003,26,2731952,26,2731952,0,0,0,0,0,0,census_bps_county
2015,08,005,2830,562025986,1679,425675984,8,1183938,31,2218750,1112,132947314,census_bps_county
2015,08,007,113,28821077,105,25721077,0,0,0,0,8,3100000,census_bps_county
2015,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2015,08,011,2,874930,2,874930,0,0,0,0,0,0,census_bps_county
2015,08,013,1249,354112595,768,269165841,56,9202044,42,7218739,383,68525971,census_bps_county
2015,08,014,447,145058604,403,139465968,0,0,4,530419,40,5062217,census_bps_county
2015,08,015,121,30691074,105,27844350,4,647924,12,2198800,0,0,census_bps_county
2015,08,017,6,1238964,6,1238964,0,0,0,0,0,0,census_bps_county
2015,08,019,18,4217087,18,4217087,0,0,0,0,0,0,census_bps_county
2015,08,021,21,3161120,21,3161120,0,0,0,0,0,0,census_bps_county
2015,08,023,35,7941933,35,7941933,0,0,0,0,0,0,census_bps_county
2015,08,025,5,515000,5,515000,0,0,0,0,0,0,census_bps_county
2015,08,027,43,11216269,43,11216269,0,0,0,0,0,0,census_bps_county
2015,08,029,7,1179278,7,1179278,0,0,0,0,0,0,census_bps_county
2015,08,031,7901,1265944350,1847,477353072,134,28165570,0,0,5920,760425708,census_bps_county
2015,08,033,0,0,0,0,0,0,0,0,0,0,census_bps_county
2015,08,035,2889,741294134,2169,655481166,0,0,10,1729673,710,84083295,census_bps_county
2015,08,037,188,149674590,162,143974590,0,0,0,0,26,5700000,census_bps_county
2015,08,039,149,35613256,149,35613256,0,0,0,0,0,0,census_bps_county
2015,08,041,3580,1150951647,2939,1084164895,2,319527,8,1459934,631,65007291,census_bps_county
2015,08,043,54,11135624,54,11135624,0,0,0,0,0,0,census_bps_county
2015,08,045,138,35912880,127,33972242,4,643476,7,1297162,0,0,census_bps_county
2015,08,047,16,7000000,16,7000000,0,0,0,0,0,0,census_bps_county
2015,08,049,128,41470135,115,39461451,2,372872,0,0,11,1635812,census_bps_county
2015,08,051,98,27918517,93,27509061,2,377013,3,32443,0,0,census_bps_county
2015,08,053,6,1852200,6,1852200,0,0,0,0,0,0,census_bps_county
2015,08,055,32,5369262,32,5369262,0,0,0,0,0,0,census_bps_county
2015,08,057,4,949000,4,949000,0,0,0,0,0,0,census_bps_county
2015,08,059,1852,482566947,1410,414511496,22,4438956,71,18537567,349,45078928,census_bps_county
2015,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2015,08,063,0,0,0,0,0,0,0,0,0,0,census_bps_county
2015,08,065,39,6566424,39,6566424,0,0,0,0,0,0,census_bps_county
2015,08,067,336,91762760,229,81504270,2,190708,4,444102,101,9623680,census_bps_county
2015,08,069,2434,569559593,1720,478357483,50,8012535,16,2777808,648,80411767,census_bps_county
2015,08,071,3,662666,3,662666,0,0,0,0,0,0,census_bps_county
2015,08,073,15,1466205,11,1042975,4,423230,0,0,0,0,census_bps_county
2015,08,075,27,5724860,27,5724860,0,0,0,0,0,0,census_bps_county
2015,08,077,486,115142039,446,110635077,0,0,0,0,40,4506962,census_bps_county
2015,08,079,12,975726,12,975726,0,0,0,0,0,0,census_bps_county
2015,08,081,7,842000,7,842000,0,0,0,0,0,0,census_bps_county
2015,08,083,23,4254540,21,3994041,2,260499,0,0,0,0,census_bps_county
2015,08,085,124,19304633,124,19304633,0,0,0,0,0,0,census_bps_county
2015,08,087,78,13234391,24,5505556,0,0,4,242000,50,7486835,census_bps_county
2015,08,089,4,652000,4,652000,0,0,0,0,0,0,census_bps_county
2015,08,091,35,12847383,35,12847383,0,0,0,0,0,0,census_bps_county
2015,08,093,123,21094544,123,21094544,0,0,0,0,0,0,census_bps_county
2015,08,095,9,2321597,9,2321597,0,0,0,0,0,0,census_bps_county
2015,08,097,103,98990578,73,91206111,0,0,4,1515000,26,6269467,census_bps_county
2015,08,099,6,1466347,6,1466347,0,0,0,0,0,0,census_bps_county
2015,08,101,282,46258020,200,34974900,20,2521120,0,0,62,8762000,census_bps_county
2015,08,103,11,3141462,11,3141462,0,0,0,0,0,0,census_bps_county
2015,08,105,14,3118217,14,3118217,0,0,0,0,0,0,census_bps_county
2015,08,107,102,57289045,102,57289045,0,0,0,0,0,0,census_bps_county
2015,08,109,29,1944700,29,1944700,0,0,0,0,0,0,census_bps_county
2015,08,111,6,650000,6,650000,0,0,0,0,0,0,census_bps_county
2015,08,113,32,58213162,27,48905033,2,2058129,3,7250000,0,0,census_bps_county
2015,08,115,0,0,0,0,0,0,0,0,0,0,census_bps_county
2015,08,117,195,104294719,154,97003281,0,0,0,0,41,7291438,census_bps_county
2015,08,119,85,21731871,83,21511871,2,220000,0,0,0,0,census_bps_county
2015,08,121,5,923320,5,923320,0,0,0,0,0,0,census_bps_county
2015,08,123,3186,680954893,2624,619661314,16,2398042,26,4625185,520,54270352,census_bps_county
2015,08,125,1,140000,1,140000,0,0,0,0,0,0,census_bps_county
2016,08,001,2657,663994149,1997,571283907,0,0,64,8988408,596,83721834,census_bps_county
2016,08,003,75,4615904,17,1619268,0,0,0,0,58,2996636,census_bps_county
2016,08,005,4660,849657834,2016,512287361,8,1214270,0,0,2636,336156203,census_bps_county
2016,08,007,131,29827986,129,29611986,2,216000,0,0,0,0,census_bps_county
2016,08,009,1,209000,1,209000,0,0,0,0,0,0,census_bps_county
2016,08,011,3,1312395,3,1312395,0,0,0,0,0,0,census_bps_county
2016,08,013,1849,380649092,716,245874067,28,4601022,18,2088322,1087,128085681,census_bps_county
2016,08,014,546,178539664,523,174784374,10,2005953,8,1075814,5,673523,census_bps_county
2016,08,015,126,32307700,115,30462152,8,1295848,3,549700,0,0,census_bps_county
2016,08,017,3,225000,1,75000,2,150000,0,0,0,0,census_bps_county
2016,08,019,12,3945644,12,3945644,0,0,0,0,0,0,census_bps_county
2016,08,021,20,3870900,20,3870900,0,0,0,0,0,0,census_bps_county
2016,08,023,44,10044945,44,10044945,0,0,0,0,0,0,census_bps_county
2016,08,025,4,515000,4,515000,0,0,0,0,0,0,census_bps_county
2016,08,027,57,15357658,57,15357658,0,0,0,0,0,0,census_bps_county
2016,08,029,15,2321205,15,2321205,0,0,0,0,0,0,census_bps_county
2016,08,031,7842,1260085930,1887,429730054,370,80173410,4,757100,5581,749425366,census_bps_county
2016,08,033,0,0,0,0,0,0,0,0,0,0,census_bps_county
2016,08,035,3332,755158280,2014,623361928,0,0,9,1556706,1309,130239646,census_bps_county
2016,08,037,346,160503165,190,140797881,14,2172288,9,1771132,133,15761864,census_bps_county
2016,08,039,120,29688059,120,29688059,0,0,0,0,0,0,census_bps_county
2016,08,041,5034,1657343351,3526,1433173996,8,832439,0,0,1500,223336916,census_bps_county
2016,08,043,85,18452026,85,18452026,0,0,0,0,0,0,census_bps_county
2016,08,045,156,38875858,139,36439314,8,1257496,9,1179048,0,0,census_bps_county
2016,08,047,31,12798532,31,12798532,0,0,0,0,0,0,census_bps_county
2016,08,049,161,53725740,148,51792508,0,0,0,0,13,1933232,census_bps_county
2016,08,051,103,28966318,103,28966318,0,0,0,0,0,0,census_bps_county
2016,08,053,7,1703055,7,1703055,0,0,0,0,0,0,census_bps_county
2016,08,055,31,5661992,31,5661992,0,0,0,0,0,0,census_bps_county
2016,08,057,7,1221650,7,1221650,0,0,0,0,0,0,census_bps_county
2016,08,059,2610,569138443,1510,432958878,4,938190,9,756300,1087,134485075,census_bps_county
2016,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2016,08,063,0,0,0,0,0,0,0,0,0,0,census_bps_county
2016,08,065,32,6640145,32,6640145,0,0,0,0,0,0,census_bps_county
2016,08,067,260,100445690,211,93321238,16,2390176,0,0,33,4734276,census_bps_county
2016,08,069,3532,680813477,1622,463992158,36,5391651,61,9729460,1813,201700208,census_bps_county
2016,08,071,4,774444,4,774444,0,0,0,0,0,0,census_bps_county
2016,08,073,10,1940000,10,1940000,0,0,0,0,0,0,census_bps_county
2016,08,075,14,2705019,14,2705019,0,0,0,0,0,0,census_bps_county
2016,08,077,597,125709007,498,115299956,8,1056757,0,0,91,9352294,census_bps_county
2016,08,079,14,2437800,14,2437800,0,0,0,0,0,0,census_bps_county
2016,08,081,10,1448000,10,1448000,0,0,0,0,0,0,census_bps_county
2016,08,083,23,5586011,23,5586011,0,0,0,0,0,0,census_bps_county
2016,08,085,114,19622187,114,19622187,0,0,0,0,0,0,census_bps_county
2016,08,087,34,7653915,34,7653915,0,0,0,0,0,0,census_bps_county
2016,08,089,3,555000,3,555000,0,0,0,0,0,0,census_bps_county
2016,08,091,49,15008921,45,14708921,0,0,4,300000,0,0,census_bps_county
2016,08,093,137,20265790,137,20265790,0,0,0,0,0,0,census_bps_county
2016,08,095,1,225704,1,225704,0,0,0,0,0,0,census_bps_county
2016,08,097,54,126114711,48,122368221,6,3746490,0,0,0,0,census_bps_county
2016,08,099,6,1767934,6,1767934,0,0,0,0,0,0,census_bps_county
2016,08,101,282,47774452,265,45433035,4,504224,0,0,13,1837193,census_bps_county
2016,08,103,6,1251808,6,1251808,0,0,0,0,0,0,census_bps_county
2016,08,105,5,1405664,5,1405664,0,0,0,0,0,0,census_bps_county
2016,08,107,163,73719067,115,65829067,0,0,0,0,48,7890000,census_bps_county
2016,08,109,54,3319000,54,3319000,0,0,0,0,0,0,census_bps_county
2016,08,111,8,2558860,8,2558860,0,0,0,0,0,0,census_bps_county
2016,08,113,35,53359184,30,48964952,2,1000000,3,3394232,0,0,census_bps_county
2016,08,115,3,350505,3,350505,0,0,0,0,0,0,census_bps_county
2016,08,117,306,156623661,241,143106996,0,0,0,0,65,13516665,census_bps_county
2016,08,119,132,31406385,84,26250049,0,0,0,0,48,5156336,census_bps_county
2016,08,121,6,1052600,6,1052600,0,0,0,0,0,0,census_bps_county
2016,08,123,3009,665176446,2463,604164305,22,3446417,41,7470593,483,50095131,census_bps_county
2016,08,125,3,468358,3,468358,0,0,0,0,0,0,census_bps_county
2017,08,001,2552,667669874,1899,610471257,18,2932034,66,12749566,569,41517017,census_bps_county
2017,08,003,69,4418558,20,1886915,0,0,0,0,49,2531643,census_bps_county
2017,08,005,2746,616721360,2327,562120027,24,2228901,34,4746352,361,47626080,census_bps_county
2017,08,007,173,40854878,164,38633798,6,865000,3,1356080,0,0,census_bps_county
2017,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2017,08,011,3,1312395,3,1312395,0,0,0,0,0,0,census_bps_county
2017,08,013,1667,417267815,808,288673462,6,808644,16,2985098,837,124800611,census_bps_county
2017,08,014,416,124041331,398,121313203,0,0,0,0,18,2728128,census_bps_county
2017,08,015,154,38791263,132,34972653,10,1619810,12,2198800,0,0,census_bps_county
2017,08,017,3,377600,3,377600,0,0,0,0,0,0,census_bps_county
2017,08,019,30,7692310,20,6238140,0,0,0,0,10,1454170,census_bps_county
2017,08,021,24,3048900,24,3048900,0,0,0,0,0,0,census_bps_county
2017,08,023,0,0,0,0,0,0,0,0,0,0,census_bps_county
2017,08,025,3,720000,3,720000,0,0,0,0,0,0,census_bps_county
2017,08,027,74,18304086,74,18304086,0,0,0,0,0,0,census_bps_county
2017,08,029,46,8919157,46,8919157,0,0,0,0,0,0,census_bps_county
2017,08,031,10525,1561485844,2370,560293517,190,38194085,8,972000,7957,962026242,census_bps_county
2017,08,033,0,0,0,0,0,0,0,0,0,0,census_bps_county
2017,08,035,3742,919323392,2395,747675915,2,418365,0,0,1345,171229112,census_bps_county
2017,08,037,426,140044815,304,122753697,4,880098,15,2449908,103,13961112,census_bps_county
2017,08,039,163,49655433,163,49655433,0,0,0,0,0,0,census_bps_county
2017,08,041,4855,1620008216,3742,1476222763,4,456375,3,200000,1106,143129078,census_bps_county
2017,08,043,119,23365603,87,18600603,2,269000,0,0,30,4496000,census_bps_county
2017,08,045,194,46515814,123,33441476,6,825618,15,2248720,50,10000000,census_bps_county
2017,08,047,34,9489619,34,9489619,0,0,0,0,0,0,census_bps_county
2017,08,049,198,64152925,182,61773563,0,0,0,0,16,2379362,census_bps_county
2017,08,051,142,41389307,140,40993266,2,396041,0,0,0,0,census_bps_county
2017,08,053,8,3371400,8,3371400,0,0,0,0,0,0,census_bps_county
2017,08,055,42,7810117,42,7810117,0,0,0,0,0,0,census_bps_county
2017,08,057,9,1105705,9,1105705,0,0,0,0,0,0,census_bps_county
2017,08,059,2373,490603738,1222,340847753,4,521500,16,1710530,1131,147523955,census_bps_county
2017,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2017,08,063,3,560000,3,560000,0,0,0,0,0,0,census_bps_county
2017,08,065,24,8270853,24,8270853,0,0,0,0,0,0,census_bps_county
2017,08,067,564,183339523,296,153124546,4,713001,0,0,264,29501976,census_bps_county
2017,08,069,2935,660382904,2027,522957791,20,2512929,15,3535465,873,131376719,census_bps_county
2017,08,071,17,2091000,17,2091000,0,0,0,0,0,0,census_bps_county
2017,08,073,11,1639882,11,1639882,0,0,0,0,0,0,census_bps_county
2017,08,075,11,1762561,11,1762561,0,0,0,0,0,0,census_bps_county
2017,08,077,755,142441649,665,132856671,8,999726,4,555397,78,8029855,census_bps_county
2017,08,079,19,3489679,19,3489679,0,0,0,0,0,0,census_bps_county
2017,08,081,11,2152850,11,2152850,0,0,0,0,0,0,census_bps_county
2017,08,083,23,5031701,21,4818286,2,213415,0,0,0,0,census_bps_county
2017,08,085,210,33687839,199,32446199,0,0,11,1241640,0,0,census_bps_county
2017,08,087,90,16419634,90,16419634,0,0,0,0,0,0,census_bps_county
2017,08,089,4,485000,2,285000,2,200000,0,0,0,0,census_bps_county
2017,08,091,49,16689336,45,16389336,0,0,4,300000,0,0,census_bps_county
2017,08,093,154,33032110,150,32332110,0,0,4,700000,0,0,census_bps_county
2017,08,095,18,2360902,16,2117402,2,243500,0,0,0,0,census_bps_county
2017,08,097,53,197994643,45,192999323,8,4995320,0,0,0,0,census_bps_county
2017,08,099,3,610000,3,610000,0,0,0,0,0,0,census_bps_county
2017,08,101,368,62271314,352,60034847,6,823241,0,0,10,1413226,census_bps_county
2017,08,103,13,8169151,13,8169151,0,0,0,0,0,0,census_bps_county
2017,08,105,23,4859863,23,4859863,0,0,0,0,0,0,census_bps_county
2017,08,107,115,85303159,115,85303159,0,0,0,0,0,0,census_bps_county
2017,08,109,93,6282152,93,6282152,0,0,0,0,0,0,census_bps_county
2017,08,111,7,1307000,7,1307000,0,0,0,0,0,0,census_bps_county
2017,08,113,68,83126561,47,61678101,6,6010960,0,0,15,15437500,census_bps_county
2017,08,115,2,600000,2,600000,0,0,0,0,0,0,census_bps_county
2017,08,117,475,204657746,393,190798633,0,0,0,0,82,13859113,census_bps_county
2017,08,119,110,31498321,110,31498321,0,0,0,0,0,0,census_bps_county
2017,08,121,8,1441520,8,1441520,0,0,0,0,0,0,census_bps_county
2017,08,123,3646,794426472,2777,689378977,8,1767726,189,24842157,672,78437612,census_bps_county
2017,08,125,1,260000,1,260000,0,0,0,0,0,0,census_bps_county
2018,08,001,2797,763506740,2415,714587400,18,3704359,15,2512915,349,42702066,census_bps_county
2018,08,003,44,4558446,21,2736289,4,240110,3,193990,16,1388057,census_bps_county
2018,08,005,3592,788723874,2202,568562629,12,1858752,58,10793496,1320,207508997,census_bps_county
2018,08,007,162,36520082,153,35006168,6,774000,3,739914,0,0,census_bps_county
2018,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2018,08,011,3,1312395,3,1312395,0,0,0,0,0,0,census_bps_county
2018,08,013,2954,623379715,899,361903341,12,2250787,30,5101163,2013,254124424,census_bps_county
2018,08,014,785,199221764,587,171522752,0,0,0,0,198,27699012,census_bps_county
2018,08,015,162,41320988,144,38150302,6,971886,12,2198800,0,0,census_bps_county
2018,08,017,6,978468,6,978468,0,0,0,0,0,0,census_bps_county
2018,08,019,34,7022095,19,4840840,0,0,0,0,15,2181255,census_bps_county
2018,08,021,22,8427000,22,8427000,0,0,0,0,0,0,census_bps_county
2018,08,023,0,0,0,0,0,0,0,0,0,0,census_bps_county
2018,08,025,1,218750,1,218750,0,0,0,0,0,0,census_bps_county
2018,08,027,77,21399000,77,21399000,0,0,0,0,0,0,census_bps_county
2018,08,029,48,8347791,48,8347791,0,0,0,0,0,0,census_bps_county
2018,08,031,7878,1452878888,2428,634753840,98,20387217,12,2299800,5340,795438031,census_bps_county
2018,08,033,1,360000,1,360000,0,0,0,0,0,0,census_bps_county
2018,08,035,4065,1016080757,2709,830886934,14,3052686,10,2177699,1332,179963438,census_bps_county
2018,08,037,382,114760667,263,90699012,24,4263180,29,4707305,66,15091170,census_bps_county
2018,08,039,217,66406365,217,66406365,0,0,0,0,0,0,census_bps_county
2018,08,041,5586,1786923284,4081,1568822150,8,2068357,24,3162645,1473,212870132,census_bps_county
2018,08,043,137,27702681,127,27386394,0,0,0,0,10,316287,census_bps_county
2018,08,045,189,45928322,122,33023798,4,1102947,15,2201577,48,9600000,census_bps_county
2018,08,047,41,11103918,41,11103918,0,0,0,0,0,0,census_bps_county
2018,08,049,213,71601524,198,69370872,0,0,0,0,15,2230652,census_bps_county
2018,08,051,169,55460528,169,55460528,0,0,0,0,0,0,census_bps_county
2018,08,053,9,3792825,9,3792825,0,0,0,0,0,0,census_bps_county
2018,08,055,38,6940507,38,6940507,0,0,0,0,0,0,census_bps_county
2018,08,057,5,1772000,5,1772000,0,0,0,0,0,0,census_bps_county
2018,08,059,2138,435827102,1008,292699133,58,6453518,63,7179009,1009,129495442,census_bps_county
2018,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2018,08,063,3,539000,3,539000,0,0,0,0,0,0,census_bps_county
2018,08,065,51,8961532,37,7561555,2,266125,12,1133852,0,0,census_bps_county
2018,08,067,282,111598797,238,107316701,0,0,0,0,44,4282096,census_bps_county
2018,08,069,2944,645799727,1679,468723144,48,7938290,26,4078528,1191,165059765,census_bps_county
2018,08,071,40,5429750,40,5429750,0,0,0,0,0,0,census_bps_county
2018,08,073,18,1808845,10,1543845,0,0,0,0,8,265000,census_bps_county
2018,08,075,20,4836927,20,4836927,0,0,0,0,0,0,census_bps_county
2018,08,077,830,129422683,822,128485100,8,937583,0,0,0,0,census_bps_county
2018,08,079,19,3659703,19,3659703,0,0,0,0,0,0,census_bps_county
2018,08,081,7,1845900,7,1845900,0,0,0,0,0,0,census_bps_county
2018,08,083,19,3726649,17,3513234,2,213415,0,0,0,0,census_bps_county
2018,08,085,386,48400244,309,40746514,4,245560,23,1908170,50,5500000,census_bps_county
2018,08,087,146,25743482,140,24680482,2,328000,4,735000,0,0,census_bps_county
2018,08,089,6,1400000,6,1400000,0,0,0,0,0,0,census_bps_county
