year,state_fips,county_fips,totperm,totval,units_1unit,value_1unit,units_2unit,value_2unit,units_3to4unit,value_3to4unit,units_5punit,value_5punit,source
2002,08,011,11,532250,11,532250,0,0,0,0,0,0,census_bps_county
2002,08,013,1717,261625520,1352,230567197,6,557936,24,2589304,335,27911083,census_bps_county
2002,08,015,248,25294318,230,24434904,6,385333,7,306432,5,167649,census_bps_county
2002,08,017,0,0,0,0,0,0,0,0,0,0,census_bps_county
2002,08,019,73,12758705,69,12636205,0,0,4,122500,0,0,census_bps_county
2002,08,021,204,5391581,204,5391581,0,0,0,0,0,0,census_bps_county
2002,08,025,2,150000,2,150000,0,0,0,0,0,0,census_bps_county
2002,08,027,167,22006805,151,21296805,0,0,4,235000,12,475000,census_bps_county
2002,08,029,42,4532116,36,4258387,6,273729,0,0,0,0,census_bps_county
2002,08,031,4626,411980705,1641,238760304,122,9618639,143,10550500,2720,153051262,census_bps_county
2002,08,033,9,1374249,9,1374249,0,0,0,0,0,0,census_bps_county
2002,08,035,4503,686928784,3488,622742744,28,2964870,69,8661604,918,52559566,census_bps_county
2002,08,037,690,164896836,352,131105836,0,0,4,279000,334,33512000,census_bps_county
2002,08,039,197,25811522,185,25230722,0,0,0,0,12,580800,census_bps_county
2002,08,041,6827,754160805,4999,600831561,32,2219133,100,10716550,1696,140393561,census_bps_county
2002,08,043,246,27275888,242,26986026,4,289862,0,0,0,0,census_bps_county
2002,08,045,523,94469226,434,84292740,20,2779636,11,1243649,58,6153201,census_bps_county
2002,08,047,71,8841783,71,8841783,0,0,0,0,0,0,census_bps_county
2002,08,049,358,80384313,337,78075954,0,0,21,2308359,0,0,census_bps_county
2002,08,051,200,35607539,167,32617561,8,495000,9,825000,16,1669978,census_bps_county
2002,08,053,14,3005777,14,3005777,0,0,0,0,0,0,census_bps_county
2002,08,055,62,7916972,60,7666972,2,250000,0,0,0,0,census_bps_county
2002,08,057,9,6640000,9,6640000,0,0,0,0,0,0,census_bps_county
2002,08,059,1924,275699331,1312,224929972,22,2141320,0,0,590,48628039,census_bps_county
2002,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2002,08,063,18,1867776,18,1867776,0,0,0,0,0,0,census_bps_county
2002,08,065,96,10656848,96,10656848,0,0,0,0,0,0,census_bps_county
2002,08,067,516,65395027,461,59586485,26,3956030,9,1031637,20,820875,census_bps_county
2002,08,069,3036,397752587,2530,359279859,56,6965188,54,4699926,396,26807614,census_bps_county
2002,08,071,107,10436249,107,10436249,0,0,0,0,0,0,census_bps_county
2002,08,073,8,422537,4,279410,0,0,4,143127,0,0,census_bps_county
2002,08,075,38,3400855,36,3186855,2,214000,0,0,0,0,census_bps_county
2002,08,077,1370,151864120,1287,146352807,16,1213909,27,2370253,40,1927151,census_bps_county
2002,08,079,16,198731,16,198731,0,0,0,0,0,0,census_bps_county
2002,08,081,61,6959683,57,6553795,4,405888,0,0,0,0,census_bps_county
2002,08,083,39,3384250,37,3359250,2,25000,0,0,0,0,census_bps_county
2002,08,085,304,36420218,279,35040621,14,919597,11,460000,0,0,census_bps_county
2002,08,087,139,16320099,129,15729799,10,590300,0,0,0,0,census_bps_county
2002,08,089,22,2804450,22,2804450,0,0,0,0,0,0,census_bps_county
2002,08,091,85,19884574,83,19598258,2,286316,0,0,0,0,census_bps_county
2002,08,093,348,39894068,348,39894068,0,0,0,0,0,0,census_bps_county
2002,08,095,9,1752620,9,1752620,0,0,0,0,0,0,census_bps_county
2002,08,097,127,124703939,104,113601849,10,8435590,0,0,13,2666500,census_bps_county
2002,08,099,15,1304818,15,1304818,0,0,0,0,0,0,census_bps_county
2002,08,101,1303,122848389,1075,114347698,192,7102091,36,1398600,0,0,census_bps_county
2002,08,103,18,2306798,18,2306798,0,0,0,0,0,0,census_bps_county
2002,08,105,88,13201756,88,13201756,0,0,0,0,0,0,census_bps_county
2002,08,107,228,72721289,182,63965270,22,6670553,8,1085416,16,1000050,census_bps_county
2002,08,109,77,11554104,77,11554104,0,0,0,0,0,0,census_bps_county
2002,08,111,14,2921000,14,2921000,0,0,0,0,0,0,census_bps_county
2002,08,113,100,68746740,84,63629499,6,1091388,3,1300000,7,2725853,census_bps_county
2002,08,115,0,0,0,0,0,0,0,0,0,0,census_bps_county
2002,08,117,396,110092149,309,95231091,2,263578,11,2905247,74,11692233,census_bps_county
2002,08,119,235,43295539,231,43011571,0,0,4,283968,0,0,census_bps_county
2002,08,121,15,1356700,15,1356700,0,0,0,0,0,0,census_bps_county
2002,08,123,4411,612009706,3821,563218891,16,1950917,75,6951596,499,39888302,census_bps_county
2002,08,125,8,923870,8,923870,0,0,0,0,0,0,census_bps_county
2003,08,001,4678,726042547,4023,672992200,58,5884489,73,6994435,524,40171423,census_bps_county
2003,08,003,36,2836999,34,2736999,2,100000,0,0,0,0,census_bps_county
2003,08,005,3311,533981061,2352,464563597,0,0,92,10157794,867,59259670,census_bps_county
2003,08,007,219,35366000,217,35149000,2,217000,0,0,0,0,census_bps_county
2003,08,009,10,450000,10,450000,0,0,0,0,0,0,census_bps_county
2003,08,011,0,0,0,0,0,0,0,0,0,0,census_bps_county
2003,08,013,1428,224973241,1157,198158442,8,753861,27,2550551,236,23510387,census_bps_county
2003,08,014,637,103840927,405,82656531,18,2116382,60,6844764,154,12223250,census_bps_county
2003,08,015,201,27544308,190,26560233,4,313951,7,670124,0,0,census_bps_county
2003,08,017,1,49000,1,49000,0,0,0,0,0,0,census_bps_county
2003,08,019,57,9920368,53,9797868,0,0,4,122500,0,0,census_bps_county
2003,08,021,30,4733223,30,4733223,0,0,0,0,0,0,census_bps_county
2003,08,025,1,85000,1,85000,0,0,0,0,0,0,census_bps_county
2003,08,027,129,19016902,123,18660902,0,0,0,0,6,356000,census_bps_county
2003,08,029,64,7004391,58,6657926,6,346465,0,0,0,0,census_bps_county
2003,08,031,3036,339366268,2122,257314072,0,0,0,0,914,82052196,census_bps_county
2003,08,033,7,1104418,7,1104418,0,0,0,0,0,0,census_bps_county
2003,08,035,3693,725453925,3495,705985912,4,486051,12,1218765,182,17763197,census_bps_county
2003,08,037,516,170520446,466,165709654,2,675000,3,300000,45,3835792,census_bps_county
2003,08,039,166,22398270,154,21774894,0,0,0,0,12,623376,census_bps_county
2003,08,041,5238,663982085,5061,652468168,8,395000,4,315721,165,10803196,census_bps_county
2003,08,043,304,36970196,253,31613527,6,1947371,4,493298,41,2916000,census_bps_county
2003,08,045,365,64493579,319,58304237,26,3578513,20,2610829,0,0,census_bps_county
2003,08,047,55,6911494,55,6911494,0,0,0,0,0,0,census_bps_county
2003,08,049,443,98210336,384,90602171,18,1951030,13,1561259,28,4095876,census_bps_county
2003,08,051,196,33574766,149,28348211,30,3626555,12,1100000,5,500000,census_bps_county
2003,08,053,8,1966297,8,1966297,0,0,0,0,0,0,census_bps_county
2003,08,055,51,5352411,51,5352411,0,0,0,0,0,0,census_bps_county
2003,08,057,14,2524000,14,2524000,0,0,0,0,0,0,census_bps_county
2003,08,059,1426,297350361,1203,275077946,34,3259825,7,665581,182,18347009,census_bps_county
2003,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2003,08,063,5,627774,3,447774,2,180000,0,0,0,0,census_bps_county
2003,08,065,62,6248223,62,6248223,0,0,0,0,0,0,census_bps_county
2003,08,067,756,95635288,644,81283942,0,0,18,2063274,94,12288072,census_bps_county
2003,08,069,3003,431406399,2284,371089122,84,10716169,158,16924181,477,32676927,census_bps_county
2003,08,071,74,9417942,74,9417942,0,0,0,0,0,0,census_bps_county
2003,08,073,5,384038,5,384038,0,0,0,0,0,0,census_bps_county
2003,08,075,54,5344510,42,4031850,8,1092660,4,220000,0,0,census_bps_county
2003,08,077,1589,195006880,1428,182335781,52,4293468,101,7819255,8,558376,census_bps_county
2003,08,079,17,221445,17,221445,0,0,0,0,0,0,census_bps_county
2003,08,081,62,6753903,58,6348015,4,405888,0,0,0,0,census_bps_county
2003,08,083,27,2584893,27,2584893,0,0,0,0,0,0,census_bps_county
2003,08,085,368,44804284,336,42636672,14,1043662,13,737225,5,386725,census_bps_county
2003,08,087,125,16206220,115,15615920,10,590300,0,0,0,0,census_bps_county
2003,08,089,45,3548054,16,2298054,0,0,0,0,29,1250000,census_bps_county
2003,08,091,110,22276838,106,21797638,4,479200,0,0,0,0,census_bps_county
2003,08,093,300,36545123,300,36545123,0,0,0,0,0,0,census_bps_county
2003,08,095,9,1267909,9,1267909,0,0,0,0,0,0,census_bps_county
2003,08,097,102,109767448,94,108368448,0,0,0,0,8,1399000,census_bps_county
2003,08,099,8,790732,8,790732,0,0,0,0,0,0,census_bps_county
2003,08,101,1282,123160189,1078,115625696,152,4915855,44,1979488,8,639150,census_bps_county
2003,08,103,23,3257348,23,3257348,0,0,0,0,0,0,census_bps_county
2003,08,105,101,15282092,101,15282092,0,0,0,0,0,0,census_bps_county
2003,08,107,321,98751110,305,95414706,10,2774724,0,0,6,561680,census_bps_county
2003,08,109,83,7678706,83,7678706,0,0,0,0,0,0,census_bps_county
2003,08,111,20,2672800,20,2672800,0,0,0,0,0,0,census_bps_county
2003,08,113,96,77472713,89,74192291,4,1971872,3,983550,0,325000,census_bps_county
2003,08,115,1,270000,1,270000,0,0,0,0,0,0,census_bps_county
2003,08,117,407,129385414,259,108686872,6,1184125,7,1387022,135,18127395,census_bps_county
2003,08,119,211,40317153,211,40317153,0,0,0,0,0,0,census_bps_county
2003,08,121,11,1796000,11,1796000,0,0,0,0,0,0,census_bps_county
2003,08,123,3963,602259987,3624,578689227,58,5698486,55,3772460,226,14099814,census_bps_county
2003,08,125,9,1091526,9,1091526,0,0,0,0,0,0,census_bps_county
2004,08,001,5058,782937734,4384,727615730,34,3119126,50,5434888,590,46767990,census_bps_county
2004,08,003,54,4369450,27,2352101,0,0,3,440750,24,1576599,census_bps_county
2004,08,005,3848,771316716,3069,691025272,2,134095,55,6647812,722,73509537,census_bps_county
2004,08,007,240,43974900,240,43974900,0,0,0,0,0,0,census_bps_county
2004,08,009,9,429000,9,429000,0,0,0,0,0,0,census_bps_county
2004,08,011,10,351900,10,351900,0,0,0,0,0,0,census_bps_county
2004,08,013,1372,256587719,1125,235699500,22,2467996,6,539199,219,17881024,census_bps_county
2004,08,014,734,138294881,567,124416861,48,5588107,8,725872,111,7564041,census_bps_county
2004,08,015,168,24074006,168,24074006,0,0,0,0,0,0,census_bps_county
2004,08,017,3,160000,3,160000,0,0,0,0,0,0,census_bps_county
2004,08,019,41,10153712,41,10153712,0,0,0,0,0,0,census_bps_county
2004,08,021,47,7507112,47,7507112,0,0,0,0,0,0,census_bps_county
2004,08,023,26,4243166,26,4243166,0,0,0,0,0,0,census_bps_county
2004,08,025,4,367840,4,367840,0,0,0,0,0,0,census_bps_county
2004,08,027,109,16844651,109,16844651,0,0,0,0,0,0,census_bps_county
2004,08,029,94,10813818,74,8974170,20,1839648,0,0,0,0,census_bps_county
2004,08,031,4098,475496121,4098,475496121,0,0,0,0,0,0,census_bps_county
2004,08,033,6,982282,6,982282,0,0,0,0,0,0,census_bps_county
2004,08,035,5097,1110581172,4227,1020698888,0,0,38,4104715,832,85777569,census_bps_county
2004,08,037,755,243281650,690,236336588,22,3279225,33,3065837,10,600000,census_bps_county
2004,08,039,219,32475656,219,32475656,0,0,0,0,0,0,census_bps_county
2004,08,041,6485,892787073,6175,867558516,4,270000,20,2525887,286,22432670,census_bps_county
2004,08,043,221,30658843,221,30658843,0,0,0,0,0,0,census_bps_county
2004,08,045,498,86079054,410,76068778,10,1653025,11,1011901,67,7345350,census_bps_county
2004,08,047,76,9617151,74,9318417,2,298734,0,0,0,0,census_bps_county
2004,08,049,527,119381767,477,113955906,20,2342919,10,874762,20,2208180,census_bps_county
2004,08,051,197,43192383,190,42246437,4,569229,3,376717,0,0,census_bps_county
2004,08,053,15,3561425,15,3561425,0,0,0,0,0,0,census_bps_county
2004,08,055,52,5792700,52,5792700,0,0,0,0,0,0,census_bps_county
2004,08,057,10,1500000,10,1500000,0,0,0,0,0,0,census_bps_county
2004,08,059,2344,409848215,1599,360034612,30,3352313,81,9432907,634,37028383,census_bps_county
2004,08,061,2,118000,2,118000,0,0,0,0,0,0,census_bps_county
2004,08,063,6,717000,6,717000,0,0,0,0,0,0,census_bps_county
2004,08,065,67,6745601,67,6745601,0,0,0,0,0,0,census_bps_county
2004,08,067,751,100709834,692,92850750,2,242930,34,3903204,23,3712950,census_bps_county
2004,08,069,3252,559127430,2718,505017856,40,5120267,117,12602842,377,36386465,census_bps_county
2004,08,071,46,6571528,46,6571528,0,0,0,0,0,0,census_bps_county
2004,08,073,5,573830,5,573830,0,0,0,0,0,0,census_bps_county
2004,08,075,46,3960590,46,3960590,0,0,0,0,0,0,census_bps_county
2004,08,077,1551,209389634,1366,197118161,36,3434673,19,1349915,130,7486885,census_bps_county
2004,08,079,19,473332,19,473332,0,0,0,0,0,0,census_bps_county
2004,08,081,71,7624797,71,7624797,0,0,0,0,0,0,census_bps_county
2004,08,083,42,4412172,36,4082172,0,0,6,330000,0,0,census_bps_county
2004,08,085,499,64256308,420,57569685,30,2857093,27,2084205,22,1745325,census_bps_county
2004,08,087,143,19726308,133,19287604,10,438704,0,0,0,0,census_bps_county
2004,08,089,22,3144735,22,3144735,0,0,0,0,0,0,census_bps_county
2004,08,091,103,24571373,82,21242097,14,1929992,7,1399284,0,0,census_bps_county
2004,08,093,321,41824551,321,41824551,0,0,0,0,0,0,census_bps_county
2004,08,095,13,1677333,13,1677333,0,0,0,0,0,0,census_bps_county
2004,08,097,112,108907333,112,108907333,0,0,0,0,0,0,census_bps_county
2004,08,099,8,770000,8,770000,0,0,0,0,0,0,census_bps_county
2004,08,101,1220,121621237,1100,113747860,32,1376849,8,274248,80,6222280,census_bps_county
2004,08,103,39,4407367,39,4407367,0,0,0,0,0,0,census_bps_county
2004,08,105,100,16371359,100,16371359,0,0,0,0,0,0,census_bps_county
2004,08,107,356,118840035,327,115518964,2,979745,0,0,27,2341326,census_bps_county
2004,08,109,106,10221483,106,10221483,0,0,0,0,0,0,census_bps_county
2004,08,111,20,2943444,20,2943444,0,0,0,0,0,0,census_bps_county
2004,08,113,129,108939142,117,103720035,2,1998917,3,1538501,7,1681689,census_bps_county
2004,08,115,2,204000,2,204000,0,0,0,0,0,0,census_bps_county
2004,08,117,330,146102653,302,140381540,0,0,4,387638,24,5333475,census_bps_county
2004,08,119,281,68736731,277,68547551,0,0,4,189180,0,0,census_bps_county
2004,08,121,4,772000,4,772000,0,0,0,0,0,0,census_bps_county
2004,08,123,4414,747904698,3806,689787371,48,3749386,197,20398480,363,33969461,census_bps_county
2004,08,125,2,265000,2,265000,0,0,0,0,0,0,census_bps_county
2005,08,001,4572,722780646,4177,693809802,20,1448224,29,3781260,346,23741360,census_bps_county
2005,08,003,66,6882521,36,5179091,0,0,0,0,30,1703430,census_bps_county
2005,08,005,4007,828874467,3168,753889212,2,160000,19,1909478,818,72915777,census_bps_county
2005,08,007,257,49968823,255,49812823,2,156000,0,0,0,0,census_bps_county
2005,08,009,1,159000,1,159000,0,0,0,0,0,0,census_bps_county
2005,08,011,9,596337,2,315000,0,0,0,0,7,281337,census_bps_county
2005,08,013,1141,231376329,816,199347686,8,870568,120,11548673,197,19609402,census_bps_county
2005,08,014,771,160884843,626,149097388,32,3558998,4,432791,109,7795666,census_bps_county
2005,08,015,157,22353691,155,22144540,2,209151,0,0,0,0,census_bps_county
2005,08,017,3,310000,3,310000,0,0,0,0,0,0,census_bps_county
2005,08,019,41,9626344,41,9626344,0,0,0,0,0,0,census_bps_county
2005,08,021,37,4571954,37,4571954,0,0,0,0,0,0,census_bps_county
2005,08,023,24,3916767,24,3916767,0,0,0,0,0,0,census_bps_county
2005,08,025,5,550000,5,550000,0,0,0,0,0,0,census_bps_county
2005,08,027,104,18107660,104,18107660,0,0,0,0,0,0,census_bps_county
2005,08,029,117,14706870,110,14146009,4,301569,3,259292,0,0,census_bps_county
2005,08,031,3164,506653381,2029,382411014,52,7636746,36,3589522,1047,113016099,census_bps_county
2005,08,033,6,1022132,6,1022132,0,0,0,0,0,0,census_bps_county
2005,08,035,5563,1316674109,5483,1305692300,0,0,60,8409553,20,2572256,census_bps_county
2005,08,037,784,314540877,645,280236990,28,4117114,30,3382753,81,26804020,census_bps_county
2005,08,039,258,42492412,258,42492412,0,0,0,0,0,0,census_bps_county
2005,08,041,6782,957972939,6250,900794102,98,13575734,54,8039334,380,35563769,census_bps_county
2005,08,043,273,35238779,263,34472407,10,766372,0,0,0,0,census_bps_county
2005,08,045,591,102785980,555,98022238,18,1541533,3,267751,15,2954458,census_bps_county
2005,08,047,87,9707777,82,9632077,2,34000,3,41700,0,0,census_bps_county
2005,08,049,629,144601846,567,137654141,18,2315135,9,768255,35,3864315,census_bps_county
2005,08,051,273,54407142,222,48157408,16,2725321,35,3524413,0,0,census_bps_county
2005,08,053,18,3798066,16,3485003,2,313063,0,0,0,0,census_bps_county
2005,08,055,44,7419584,44,7419584,0,0,0,0,0,0,census_bps_county
2005,08,057,14,1915435,14,1915435,0,0,0,0,0,0,census_bps_county
2005,08,059,2094,445756620,1589,397870129,52,6609177,37,4178070,416,37099244,census_bps_county
2005,08,061,1,30000,1,30000,0,0,0,0,0,0,census_bps_county
2005,08,063,11,1314704,11,1314704,0,0,0,0,0,0,census_bps_county
2005,08,065,57,5278941,57,5278941,0,0,0,0,0,0,census_bps_county
2005,08,067,907,124918863,792,109454855,14,2081000,31,3791658,70,9591350,census_bps_county
2005,08,069,2887,498509766,2271,443715370,42,5408194,84,10175657,490,39210545,census_bps_county
2005,08,071,56,8222579,56,8222579,0,0,0,0,0,0,census_bps_county
2005,08,073,6,986455,6,986455,0,0,0,0,0,0,census_bps_county
2005,08,075,56,4859219,52,4619219,0,0,4,240000,0,0,census_bps_county
2005,08,077,1505,256398736,1471,252507447,22,3051058,0,0,12,840231,census_bps_county
2005,08,079,25,527358,25,527358,0,0,0,0,0,0,census_bps_county
2005,08,081,76,8144434,76,8144434,0,0,0,0,0,0,census_bps_county
2005,08,083,61,7778731,50,6881731,2,222400,9,674600,0,0,census_bps_county
2005,08,085,605,76629916,532,71044296,22,1738747,35,2584500,16,1262373,census_bps_county
2005,08,087,134,20333958,128,20037858,6,296100,0,0,0,0,census_bps_county
2005,08,089,14,1745594,14,1745594,0,0,0,0,0,0,census_bps_county
2005,08,091,91,26652269,89,26612269,2,40000,0,0,0,0,census_bps_county
2005,08,093,292,39621853,292,39621853,0,0,0,0,0,0,census_bps_county
2005,08,095,9,773767,9,773767,0,0,0,0,0,0,census_bps_county
2005,08,097,142,132399117,142,132399117,0,0,0,0,0,0,census_bps_county
2005,08,099,11,1465000,11,1465000,0,0,0,0,0,0,census_bps_county
2005,08,101,1179,185256689,1119,182082879,56,2873810,4,300000,0,0,census_bps_county
2005,08,103,49,5722625,41,5245375,0,0,3,196000,5,281250,census_bps_county
2005,08,105,71,11421313,71,11421313,0,0,0,0,0,0,census_bps_county
2005,08,107,477,144205995,353,127222815,0,0,0,0,124,16983180,census_bps_county
2005,08,109,80,8934040,80,8934040,0,0,0,0,0,0,census_bps_county
2005,08,111,21,2705150,19,2515400,2,189750,0,0,0,0,census_bps_county
2005,08,113,213,139914351,105,88387641,26,14738513,16,17258625,66,19529572,census_bps_county
2005,08,115,2,276786,2,276786,0,0,0,0,0,0,census_bps_county
2005,08,117,474,201158200,374,171022226,0,0,4,1000000,96,29135974,census_bps_county
2005,08,119,201,49045718,201,49045718,0,0,0,0,0,0,census_bps_county
2005,08,121,6,478500,6,478500,0,0,0,0,0,0,census_bps_county
2005,08,123,4279,816884089,4100,798333819,20,2369651,21,2733016,138,13447603,census_bps_county
2005,08,125,1,143000,1,143000,0,0,0,0,0,0,census_bps_county
2006,08,001,2908,464079750,2754,448716208,42,3797706,49,6108618,63,5457218,census_bps_county
2006,08,003,51,6649289,51,6649289,0,0,0,0,0,0,census_bps_county
2006,08,005,3534,775434836,2745,694521168,2,121788,39,5490998,748,75300882,census_bps_county
2006,08,007,318,60904167,286,57299167,10,1367000,0,0,22,2238000,census_bps_county
2006,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2006,08,011,4,383000,4,383000,0,0,0,0,0,0,census_bps_county
2006,08,013,746,171668772,453,146587285,24,2824137,31,2977567,238,19279783,census_bps_county
2006,08,014,1082,210619521,916,196123943,2,108254,4,491547,160,13895777,census_bps_county
2006,08,015,162,34024095,162,34024095,0,0,0,0,0,0,census_bps_county
2006,08,017,1,15000,1,15000,0,0,0,0,0,0,census_bps_county
2006,08,019,37,10614819,37,10614819,0,0,0,0,0,0,census_bps_county
2006,08,021,39,5516500,39,5516500,0,0,0,0,0,0,census_bps_county
2006,08,023,20,3263972,20,3263972,0,0,0,0,0,0,census_bps_county
2006,08,025,2,200000,2,200000,0,0,0,0,0,0,census_bps_county
2006,08,027,90,16607022,90,16607022,0,0,0,0,0,0,census_bps_county
2006,08,029,151,19106329,146,18646975,2,172386,3,286968,0,0,census_bps_county
2006,08,031,3852,677347679,1800,400988920,152,27104110,18,1892532,1882,247362117,census_bps_county
2006,08,033,5,918948,5,918948,0,0,0,0,0,0,census_bps_county
2006,08,035,3969,923818614,3279,842190073,0,0,33,4684493,657,76944048,census_bps_county
2006,08,037,619,294370780,534,271607380,64,14331404,9,1031996,12,7400000,census_bps_county
2006,08,039,244,54631974,244,54631974,0,0,0,0,0,0,census_bps_county
2006,08,041,4424,732407796,4129,695372697,22,2091731,109,15063280,164,19880088,census_bps_county
2006,08,043,250,38916704,250,38916704,0,0,0,0,0,0,census_bps_county
2006,08,045,757,138337471,637,128020001,18,2183300,6,296986,96,7837184,census_bps_county
2006,08,047,77,10406689,77,10406689,0,0,0,0,0,0,census_bps_county
2006,08,049,835,176428308,571,142713376,16,2150653,9,774599,239,30789680,census_bps_county
2006,08,051,257,74115598,237,71326350,8,1057039,4,465770,8,1266439,census_bps_county
2006,08,053,13,3519983,13,3519983,0,0,0,0,0,0,census_bps_county
2006,08,055,50,8630707,50,8630707,0,0,0,0,0,0,census_bps_county
2006,08,057,13,1917000,13,1917000,0,0,0,0,0,0,census_bps_county
2006,08,059,2044,363901235,991,270929811,28,3385824,4,264000,1021,89321600,census_bps_county
2006,08,061,2,161400,2,161400,0,0,0,0,0,0,census_bps_county
2006,08,063,2,123660,2,123660,0,0,0,0,0,0,census_bps_county
2006,08,065,55,5118960,55,5118960,0,0,0,0,0,0,census_bps_county
2006,08,067,727,98205472,606,81189925,20,3922145,28,3550032,73,9543370,census_bps_county
2006,08,069,2240,385651615,1432,305415243,64,7539123,107,15367992,637,57329257,census_bps_county
2006,08,071,50,7306663,50,7306663,0,0,0,0,0,0,census_bps_county
2006,08,073,9,1414241,9,1414241,0,0,0,0,0,0,census_bps_county
2006,08,075,42,5733567,39,5553567,0,0,3,180000,0,0,census_bps_county
2006,08,077,1574,302597095,1426,286769392,18,2791825,24,2816170,106,10219708,census_bps_county
2006,08,079,24,989479,24,989479,0,0,0,0,0,0,census_bps_county
2006,08,081,52,10210000,52,10210000,0,0,0,0,0,0,census_bps_county
2006,08,083,65,8393500,63,8146500,2,247000,0,0,0,0,census_bps_county
2006,08,085,565,74247124,501,70446635,2,128180,14,1072029,48,2600280,census_bps_county
2006,08,087,86,12334655,80,12093351,6,241304,0,0,0,0,census_bps_county
2006,08,089,22,3688413,12,2443879,10,1244534,0,0,0,0,census_bps_county
2006,08,091,69,23899467,67,23690721,2,208746,0,0,0,0,census_bps_county
2006,08,093,323,50452339,323,50452339,0,0,0,0,0,0,census_bps_county
2006,08,095,8,1322000,8,1322000,0,0,0,0,0,0,census_bps_county
2006,08,097,212,152395639,137,131192272,0,0,0,0,75,21203367,census_bps_county
2006,08,099,3,902000,3,902000,0,0,0,0,0,0,census_bps_county
2006,08,101,1304,195057938,1202,190481730,102,4576208,0,0,0,0,census_bps_county
2006,08,103,50,6893433,50,6893433,0,0,0,0,0,0,census_bps_county
2006,08,105,63,13558075,63,13558075,0,0,0,0,0,0,census_bps_county
2006,08,107,427,139385254,315,113457248,0,0,8,1106410,104,24821596,census_bps_county
2006,08,109,76,11312361,76,11312361,0,0,0,0,0,0,census_bps_county
2006,08,111,21,2705150,19,2515400,2,189750,0,0,0,0,census_bps_county
2006,08,113,163,133194261,85,95959043,12,7262160,9,11772929,57,18200129,census_bps_county
2006,08,115,2,225000,2,225000,0,0,0,0,0,0,census_bps_county
2006,08,117,445,217745593,361,198663925,0,0,36,7338471,48,11743197,census_bps_county
2006,08,119,171,44467531,171,44467531,0,0,0,0,0,0,census_bps_county
2006,08,121,10,1464885,10,1464885,0,0,0,0,0,0,census_bps_county
2006,08,123,2922,578180333,2579,530108710,24,2254020,16,2209075,303,43608528,census_bps_county
2006,08,125,5,1417103,5,1417103,0,0,0,0,0,0,census_bps_county
2007,08,001,1809,289823662,1431,262727946,22,2321271,4,550080,352,24224365,census_bps_county
2007,08,003,57,5738799,53,5588799,0,0,4,150000,0,0,census_bps_county
2007,08,005,3881,666878390,1655,460166424,2,220000,65,10619443,2159,195872523,census_bps_county
2007,08,007,213,41135052,179,37415052,2,326000,0,0,32,3394000,census_bps_county
2007,08,009,1,144000,1,144000,0,0,0,0,0,0,census_bps_county
2007,08,011,7,752896,7,752896,0,0,0,0,0,0,census_bps_county
2007,08,013,635,149494170,397,120492808,10,1052740,17,2423045,211,25525577,census_bps_county
2007,08,014,1060,171491640,584,136508338,0,0,0,0,476,34983302,census_bps_county
2007,08,015,220,48609088,220,48609088,0,0,0,0,0,0,census_bps_county
2007,08,017,0,0,0,0,0,0,0,0,0,0,census_bps_county
2007,08,019,26,11096863,26,11096863,0,0,0,0,0,0,census_bps_county
2007,08,021,30,3416458,30,3416458,0,0,0,0,0,0,census_bps_county
2007,08,023,18,2937576,18,2937576,0,0,0,0,0,0,census_bps_county
2007,08,025,8,401418,8,401418,0,0,0,0,0,0,census_bps_county
2007,08,027,73,14485377,73,14485377,0,0,0,0,0,0,census_bps_county
2007,08,029,116,12688237,114,12550429,2,137808,0,0,0,0,census_bps_county
2007,08,031,3682,578562060,1215,278074695,192,34784293,9,3214388,2266,262488684,census_bps_county
2007,08,033,3,607719,3,607719,0,0,0,0,0,0,census_bps_county
2007,08,035,2263,577404242,1835,527568820,0,0,20,2543179,408,47292243,census_bps_county
2007,08,037,557,333243902,450,262200926,4,595821,24,3079458,79,67367697,census_bps_county
2007,08,039,153,45039076,150,44738831,0,0,3,300245,0,0,census_bps_county
2007,08,041,3084,524244392,2679,477460628,44,7164802,64,8365809,297,31253153,census_bps_county
2007,08,043,163,26055911,143,23958070,16,1792571,4,305270,0,0,census_bps_county
2007,08,045,605,121307816,525,114600635,0,0,6,296986,74,6410195,census_bps_county
2007,08,047,42,7761375,42,7761375,0,0,0,0,0,0,census_bps_county
2007,08,049,605,129801469,430,107646275,10,1755841,9,770370,156,19628983,census_bps_county
2007,08,051,183,51501174,179,50836454,4,664720,0,0,0,0,census_bps_county
2007,08,053,28,5496863,28,5496863,0,0,0,0,0,0,census_bps_county
2007,08,055,65,7473050,57,7373050,0,0,0,0,8,100000,census_bps_county
2007,08,057,8,977438,8,977438,0,0,0,0,0,0,census_bps_county
2007,08,059,1062,217581457,682,181572012,20,3489866,37,3999646,323,28519933,census_bps_county
2007,08,061,1,125000,1,125000,0,0,0,0,0,0,census_bps_county
2007,08,063,6,899153,6,899153,0,0,0,0,0,0,census_bps_county
2007,08,065,55,8187756,55,8187756,0,0,0,0,0,0,census_bps_county
2007,08,067,729,87640632,527,69757002,14,2790600,27,3171032,161,11921998,census_bps_county
2007,08,069,1341,296805931,1116,269711068,10,1854505,18,2574651,197,22665707,census_bps_county
2007,08,071,63,11887700,63,11887700,0,0,0,0,0,0,census_bps_county
